[2021-12-30 04:52:58,320] Iter: [14200/56000]	Time 0.398 (0.397)	Data 0.006 (0.006)	loss: 0.1239 (0.1593)	lr 0.001
[2021-12-30 04:53:38,044] Iter: [14300/56000]	Time 0.395 (0.397)	Data 0.006 (0.006)	loss: 0.133 (0.1327)	lr 0.001
[2021-12-30 04:54:17,748] Iter: [14400/56000]	Time 0.396 (0.397)	Data 0.006 (0.006)	loss: 0.1443 (0.1608)	lr 0.001
[2021-12-30 04:54:57,485] Iter: [14500/56000]	Time 0.398 (0.398)	Data 0.006 (0.006)	loss: 0.2022 (0.164)	lr 0.001
[2021-12-30 04:55:37,208] Iter: [14600/56000]	Time 0.397 (0.397)	Data 0.006 (0.006)	loss: 0.1601 (0.1523)	lr 0.001
[2021-12-30 04:56:16,938] Iter: [14700/56000]	Time 0.399 (0.398)	Data 0.005 (0.006)	loss: 0.139 (0.1323)	lr 0.001
[2021-12-30 04:56:56,650] Iter: [14800/56000]	Time 0.398 (0.397)	Data 0.005 (0.006)	loss: 0.1949 (0.1566)	lr 0.001
[2021-12-30 04:57:36,372] Iter: [14900/56000]	Time 0.400 (0.398)	Data 0.006 (0.006)	loss: 0.2441 (0.1369)	lr 0.001
[2021-12-30 04:58:16,092] Iter: [15000/56000]	Time 0.398 (0.398)	Data 0.006 (0.006)	loss: 0.1788 (0.1605)	lr 0.001
[2021-12-30 04:58:55,750] Iter: [15100/56000]	Time 0.395 (0.397)	Data 0.006 (0.006)	loss: 0.103 (0.1495)	lr 0.001
[2021-12-30 04:59:35,462] Iter: [15200/56000]	Time 0.399 (0.398)	Data 0.006 (0.006)	loss: 0.0822 (0.1417)	lr 0.001
[2021-12-30 05:00:15,179] Iter: [15300/56000]	Time 0.395 (0.397)	Data 0.006 (0.006)	loss: 0.1248 (0.1401)	lr 0.001
[2021-12-30 05:00:54,890] Iter: [15400/56000]	Time 0.400 (0.397)	Data 0.006 (0.006)	loss: 0.1828 (0.155)	lr 0.001
[2021-12-30 05:01:34,615] Iter: [15500/56000]	Time 0.401 (0.397)	Data 0.006 (0.006)	loss: 0.2554 (0.1582)	lr 0.001
[2021-12-30 05:02:14,344] Iter: [15600/56000]	Time 0.397 (0.396)	Data 0.006 (0.006)	loss: 0.1063 (0.1223)	lr 0.001
[2021-12-30 05:02:54,040] Iter: [15700/56000]	Time 0.396 (0.396)	Data 0.006 (0.006)	loss: 0.1432 (0.1406)	lr 0.001
[2021-12-30 05:03:33,751] Iter: [15800/56000]	Time 0.394 (0.397)	Data 0.006 (0.006)	loss: 0.1005 (0.1444)	lr 0.001
[2021-12-30 05:04:13,473] Iter: [15900/56000]	Time 0.397 (0.397)	Data 0.006 (0.006)	loss: 0.1785 (0.1562)	lr 0.001
